,guess,score
171,Bocciszl,4651196.0
172,Bocciszi,4651196.0
173,Bocciszr,4651196.0
174,Boccisz,4651196.0
175,Bacciszr,4652389.0
176,Baccisz,4652389.0
177,Bacciszi,4652389.0
178,Bacciszl,4652389.0
179,Bucciszi,4698672.0
180,Bucciszr,4698672.0
181,Bucciszl,4698672.0
182,Buccisz,4698672.0
183,Bxsclszj,5060883.0
184,Illocclszj,5142126.0
185,Illacclszj,5143319.0
186,Bocclsai,5379217.0
187,Bocclsal,5379217.0
188,Bocclsa,5379217.0
189,Bacclsal,5380410.0
190,Bacclsai,5380410.0
191,Bacclsa,5380410.0
192,Boccfsr,5415758.0
193,Boccfsri,5415758.0
194,Boccfsrl,5415758.0
195,Baccfsrl,5416951.0
196,Baccfsr,5416951.0
197,Baccfsri,5416951.0
198,Bucclsal,5426693.0
199,Bucclsa,5426693.0
200,Bucclsai,5426693.0
201,Boccfsn,5428949.0
202,Baccfsn,5430142.0
203,Boccfsm,5433350.0
204,Baccfsm,5434543.0
205,Buccfsr,5463234.0
206,Buccfsri,5463234.0
207,Buccfsrl,5463234.0
208,Buccfsn,5476425.0
209,Buccfsm,5480826.0
210,Bocclsaj,5494817.0
211,Bacclsaj,5496010.0
212,Boccfsrj,5531358.0
213,Baccfsrj,5532551.0
214,Bocclxw,5540781.0
215,Bacclxw,5541974.0
216,Bucclsaj,5542293.0
217,Buccfsrj,5578834.0
218,Bucclxw,5588257.0
219,Bocclsxv,5953027.0
220,Bacclsxv,5954220.0
221,Bocclsxy,5958544.0
222,Bacclsxy,5959737.0
223,Bocciszj,5963936.0
224,Bacciszj,5965129.0
225,Bxsclsal,5985084.0
226,Bxsclsa,5985084.0
227,Bxsclsai,5985084.0
228,Bucclsxv,6000503.0
229,Bucclsxy,6006020.0
230,Bucciszj,6011412.0
231,Illocclsal,6066327.0
232,Illocclsa,6066327.0
233,Illocclsai,6066327.0
234,Illacclsa,6067520.0
235,Illacclsai,6067520.0
236,Illacclsal,6067520.0
237,Bocclsxw,6068744.0
238,Bacclsxw,6069937.0
239,Boccfsa,6095595.0
240,Baccfsa,6096788.0
241,Bxsclsaj,6100684.0
242,Bucclsxw,6116220.0
243,Buccfsa,6143071.0
244,Illocclsaj,6181927.0
245,Illacclsaj,6183120.0
246,Bocclsxt,6202328.0
247,Bacclsxt,6203521.0
248,Bocclsxs,6240739.0
249,Bacclsxs,6241932.0
250,Bucclsxt,6249804.0
251,Bocclsxf,6263779.0
252,Bacclsxf,6264972.0
253,Bucclsxs,6288215.0
254,Bocclsxo,6297479.0
255,Bacclsxo,6298672.0
256,Bucclsxf,6311255.0
257,Bocclsxq,6313604.0
258,Bacclsxq,6314797.0
259,Bocclsxc,6321904.0
260,Bacclsxc,6323097.0
261,Bucclsxo,6344955.0
262,Bocclsxd,6350425.0
263,Bacclsxd,6351618.0
264,Bucclsxq,6361080.0
265,Bucclsxc,6369380.0
266,Bucclsxd,6397901.0
267,Bocclsxe,6404935.0
268,Bacclsxe,6406128.0
269,Bucclsxe,6452411.0
270,Bocctsa,6492533.0
271,Bacctsa,6493726.0
272,Bucctsa,6540009.0
273,Bocclsxx,6595540.0
274,Bacclsxx,6596733.0
275,Boccfczi,6624759.0
276,Boccfczl,6624759.0
277,Boccfcz,6624759.0
278,Baccfczl,6625952.0
279,Baccfczi,6625952.0
280,Baccfcz,6625952.0
281,Bocclsxg,6637586.0
282,Bacclsxg,6638779.0
283,Bucclsxx,6643016.0
284,Bocclsxz,6652420.0
285,Bacclsxz,6653613.0
286,Buccfcz,6672235.0
287,Buccfczi,6672235.0
288,Buccfczl,6672235.0
289,Bucclsxg,6685062.0
290,Bocclsxu,6690473.0
291,Bacclsxu,6691666.0
292,Bucclsxz,6699896.0
293,Bxscfsa,6701462.0
294,Bucclsxu,6737949.0
295,Boccfczj,6740359.0
296,Baccfczj,6741552.0
297,Bocclxuv,6770934.0
298,Bacclxuv,6772127.0
299,Bocclxuy,6777075.0
300,Bacclxuy,6778268.0
301,Illoccfsa,6782705.0
302,Illaccfsa,6783898.0
303,Buccfczj,6787835.0
304,Bucclxuv,6818410.0
305,Bucclxuy,6824551.0
306,Boccfxzi,6825387.0
307,Boccfxz,6825387.0
308,Boccfxzl,6825387.0
309,Baccfxz,6826580.0
310,Baccfxzi,6826580.0
311,Baccfxzl,6826580.0
312,Buccfxzl,6872863.0
313,Buccfxzi,6872863.0
314,Buccfxz,6872863.0
315,Boccisai,6888137.0
316,Boccisal,6888137.0
317,Boccisa,6888137.0
318,Baccisa,6889330.0
319,Baccisai,6889330.0
320,Baccisal,6889330.0
321,Bocclxuw,6899339.0
322,Bacclxuw,6900532.0
323,Buccisal,6935613.0
324,Buccisai,6935613.0
325,Buccisa,6935613.0
326,Boccfxzj,6940987.0
327,Baccfxzj,6942180.0
328,Bucclxuw,6946815.0
329,Buccfxzj,6988463.0
330,Boccisaj,7003737.0
331,Baccisaj,7004930.0
332,Boccfsiy,7007841.0
333,Baccfsiy,7009034.0
334,Boccfsis,7033449.0
335,Baccfsis,7034642.0
336,Bocclxut,7046651.0
337,Bacclxut,7047844.0
338,Boccfsq,7048455.0
339,Baccfsq,7049648.0
340,Buccisaj,7051213.0
341,Buccfsiy,7055317.0
342,Boccfsd,7056521.0
343,Baccfsd,7057714.0
344,Buccfsis,7080925.0
345,Bucclxut,7094127.0
346,Buccfsq,7095931.0
347,Buccfsd,7103997.0
348,Bocclxuf,7114134.0
349,Bacclxuf,7115327.0
350,Boccfso,7118709.0
351,Baccfso,7119902.0
352,Bocclsxl,7126703.0
353,Bocclsxi,7126703.0
354,Bocclsxr,7126703.0
355,Bocclsx,7126703.0
356,Bacclsxi,7127896.0
357,Bacclsxl,7127896.0
358,Bacclsx,7127896.0
359,Bacclsxr,7127896.0
360,Boccfss,7138810.0
361,Baccfss,7140003.0
362,Boccfsiv,7143349.0
363,Baccfsiv,7144542.0
364,Bucclxuf,7161610.0
365,Buccfso,7166185.0
366,Bucclsxr,7174179.0
367,Bucclsxl,7174179.0
368,Bucclsxi,7174179.0
369,Bucclsx,7174179.0
370,Buccfss,7186286.0
371,Buccfsiv,7190825.0
372,Boccfsiw,7219749.0
373,Baccfsiw,7220942.0
374,Bocclxus,7250070.0
375,Bacclxus,7251263.0
376,Buccfsiw,7267225.0
377,Boccfscl,7279644.0
378,Boccfsc,7279644.0
379,Boccfsci,7279644.0
380,Boccfscj,7279644.0
381,Baccfscj,7280837.0
382,Baccfscl,7280837.0
383,Baccfsc,7280837.0
384,Baccfsci,7280837.0
385,Bucclxus,7297546.0
386,Buccfsc,7327120.0
387,Buccfscl,7327120.0
388,Buccfscj,7327120.0
389,Buccfsci,7327120.0
390,Bocclxuo,7358690.0
391,Bacclxuo,7359883.0
392,Bocclxuc,7375623.0
393,Bacclxuc,7376816.0
394,Bocclxuq,7393935.0
395,Bacclxuq,7395128.0
396,Bucclxuo,7406166.0
397,Bocclsxa,7416440.0
398,Bacclsxa,7417633.0
399,Bucclxuc,7423099.0
400,Bucclxuq,7441411.0
401,Bocclxud,7446384.0
402,Bacclxud,7447577.0
403,Bocclxue,7450050.0
404,Bacclxue,7451243.0
405,Bucclsxa,7463916.0
406,Bucclxud,7493860.0
407,Bucclxue,7497526.0
408,Boccfsxi,7529010.0
409,Boccfsxj,7529010.0
410,Boccfsx,7529010.0
411,Boccfsxl,7529010.0
412,Baccfsxj,7530203.0
413,Baccfsxl,7530203.0
414,Baccfsxi,7530203.0
415,Baccfsx,7530203.0
416,Buccfsxj,7576486.0
417,Buccfsxi,7576486.0
418,Buccfsxl,7576486.0
419,Buccfsx,7576486.0
420,Bocclxuu,7602752.0
421,Bocclxug,7603553.0
422,Bacclxuu,7603945.0
423,Bacclxug,7604746.0
424,Bucclxuu,7650228.0
425,Bucclxug,7651029.0
426,Boccfsix,7693164.0
427,Baccfsix,7694357.0
428,Buccfsix,7740640.0
429,Bocclxux,7751395.0
430,Bacclxux,7752588.0
431,Bucclxux,7798871.0
432,Bocclxuz,7891507.0
433,Bacclxuz,7892700.0
434,Boccfse,7893409.0
435,Baccfse,7894602.0
436,Bocctsxj,7925948.0
437,Bocctsx,7925948.0
438,Bocctsxi,7925948.0
439,Bocctsxl,7925948.0
440,Bacctsxi,7927141.0
441,Bacctsx,7927141.0
442,Bacctsxl,7927141.0
443,Bacctsxj,7927141.0
444,Bucclxuz,7938983.0
445,Buccfse,7940885.0
446,Bucctsxi,7973424.0
447,Bucctsx,7973424.0
448,Bucctsxl,7973424.0
449,Bucctsxj,7973424.0
450,Bocclxui,8049026.0
451,Bocclxul,8049026.0
452,Bocclxu,8049026.0
453,Bocclxur,8049026.0
454,Bacclxui,8050219.0
455,Bacclxul,8050219.0
456,Bacclxu,8050219.0
457,Bacclxur,8050219.0
458,Bucclxui,8096502.0
459,Bucclxur,8096502.0
460,Bucclxul,8096502.0
461,Bucclxu,8096502.0
462,Boccfsi,8417669.0
463,Baccfsi,8418862.0
464,Buccfsi,8465145.0
465,Bocclsxj,8478839.0
466,Bacclsxj,8480032.0
467,Bucclsxj,8526315.0
468,Boccfsw,8686965.0
469,Baccfsw,8688158.0
470,Boccfcai,8688365.0
471,Boccfcaj,8688365.0
472,Boccfcal,8688365.0
473,Boccfca,8688365.0
474,Baccfcaj,8689558.0
475,Baccfcal,8689558.0
476,Baccfcai,8689558.0
477,Baccfca,8689558.0
478,Boccfst,8727978.0
479,Boccfstl,8727978.0
480,Boccfsti,8727978.0
481,Baccfstl,8729171.0
482,Baccfst,8729171.0
483,Baccfsti,8729171.0
484,Buccfsw,8734441.0
485,Buccfcaj,8735841.0
486,Buccfcal,8735841.0
487,Buccfcai,8735841.0
488,Buccfca,8735841.0
489,Boccfsie,8747112.0
490,Baccfsie,8748305.0
491,Buccfsti,8775454.0
492,Buccfst,8775454.0
493,Buccfstl,8775454.0
494,Buccfsie,8794588.0
495,Boccfstj,8843578.0
496,Baccfstj,8844771.0
497,Buccfstj,8891054.0
498,Bocclxua,8935863.0
499,Bacclxua,8937056.0
500,Boccfszj,8978463.0
501,Boccfsz,8978463.0
502,Boccfszi,8978463.0
503,Boccfszl,8978463.0
504,Baccfszi,8979656.0
505,Baccfsz,8979656.0
506,Baccfszl,8979656.0
507,Baccfszj,8979656.0
508,Bucclxua,8983339.0
509,Buccfszl,9025939.0
510,Buccfszj,9025939.0
511,Buccfszi,9025939.0
512,Buccfsz,9025939.0
513,Bocclsui,9060688.0
514,Bocclsul,9060688.0
515,Bocclsu,9060688.0
516,Bacclsui,9061881.0
517,Bacclsu,9061881.0
518,Bacclsul,9061881.0
519,Bocctcal,9085303.0
520,Bocctca,9085303.0
521,Bocctcai,9085303.0
522,Bocctcaj,9085303.0
523,Bacctcaj,9086496.0
524,Bacctcal,9086496.0
525,Bacctcai,9086496.0
526,Bacctca,9086496.0
527,Bucclsul,9108164.0
528,Bucclsui,9108164.0
529,Bucclsu,9108164.0
530,Boccfsio,9132652.0
531,Bucctcaj,9132779.0
532,Bucctcai,9132779.0
533,Bucctca,9132779.0
534,Bucctcal,9132779.0
535,Baccfsio,9133845.0
536,Boccfsiz,9140949.0
537,Baccfsiz,9142142.0
538,Bocclsuj,9176288.0
539,Bacclsuj,9177481.0
540,Buccfsio,9180128.0
541,Buccfsiz,9188425.0
542,Boccfsjy,9219206.0
543,Baccfsjy,9220399.0
544,Bucclsuj,9223764.0
545,Boccfsiq,9257353.0
546,Baccfsiq,9258546.0
547,Buccfsjy,9266682.0
548,Boccfsic,9292749.0
549,Baccfsic,9293942.0
550,Buccfsiq,9304829.0
551,Boccfsid,9310957.0
552,Baccfsid,9312150.0
553,Buccfsic,9340225.0
554,Buccfsid,9358433.0
555,Boccfsjv,9371666.0
556,Baccfsjv,9372859.0
557,Bocctsz,9375401.0
558,Bocctszj,9375401.0
559,Bocctszl,9375401.0
560,Bocctszi,9375401.0
561,Bacctsz,9376594.0
562,Bacctszi,9376594.0
563,Bacctszl,9376594.0
564,Bacctszj,9376594.0
565,Buccfsjv,9419142.0
566,Bucctszi,9422877.0
567,Bucctsz,9422877.0
568,Bucctszj,9422877.0
569,Bucctszl,9422877.0
570,Bocclxuj,9449714.0
571,Bacclxuj,9450907.0
572,Bucclxuj,9497190.0
573,Boccfsit,9536460.0
574,Baccfsit,9537653.0
575,Buccfsit,9583936.0
576,Boccfsjw,9724514.0
577,Baccfsjw,9725707.0
578,Boccfsiu,9746374.0
579,Baccfsiu,9747567.0
580,Buccfsjw,9771990.0
581,Buccfsiu,9793850.0
582,Boccfsjs,9832918.0
583,Baccfsjs,9834111.0
584,Buccfsjs,9880394.0
585,Boccfsu,10077019.0
586,Baccfsu,10078212.0
587,Buccfsu,10124495.0
588,Boccfsh,10202153.0
589,Baccfsh,10203346.0
590,Boccfsj,10230010.0
591,Baccfsj,10231203.0
592,Boccfsia,10246089.0
593,Baccfsia,10247282.0
594,Buccfsh,10249629.0
595,Buccfsj,10277486.0
596,Buccfsia,10293565.0
597,Boccfsig,10384349.0
598,Baccfsig,10385542.0
599,Buccfsig,10431825.0
600,Boccfsin,10696308.0
601,Boccfsir,10696308.0
602,Boccfsim,10696308.0
603,Baccfsir,10697501.0
604,Baccfsim,10697501.0
605,Baccfsin,10697501.0
606,Boccfsly,10733225.0
607,Baccfsly,10734418.0
608,Buccfsim,10743784.0
609,Buccfsin,10743784.0
610,Buccfsir,10743784.0
611,Boccfsls,10758833.0
612,Baccfsls,10760026.0
613,Buccfsly,10780701.0
614,Buccfsls,10806309.0
615,Boccfslv,10868733.0
616,Baccfslv,10869926.0
617,Buccfslv,10916209.0
618,Boccfslw,10945133.0
619,Baccfslw,10946326.0
620,Buccfslw,10992609.0
621,Boccfsjx,11254169.0
622,Baccfsjx,11255362.0
623,Boccfsv,11265369.0
624,Baccfsv,11266562.0
625,Buccfsjx,11301645.0
626,Buccfsv,11312845.0
627,Boccfslx,11418548.0
628,Baccfslx,11419741.0
629,Boccfsif,11445612.0
630,Baccfsif,11446805.0
631,Buccfslx,11466024.0
632,Buccfsif,11493088.0
633,Bocclsdi,12041489.0
634,Bocclsd,12041489.0
635,Bocclsdl,12041489.0
636,Boccfsl,12143053.0
637,Baccfsl,12144246.0
638,Bocclsdj,12157089.0
639,Buccfsl,12190529.0
640,Boccfsle,12472496.0
641,Baccfsle,12473689.0
642,Buccfsle,12519972.0
643,Boccfsjt,12535441.0
644,Baccfsjt,12536634.0
645,Buccfsjt,12582917.0
646,Boccfsje,12592389.0
647,Baccfsje,12593582.0
648,Boccfsiij,12639708.0
649,Boccfsiii,12639708.0
650,Boccfsiil,12639708.0
651,Boccfsii,12639708.0
652,Buccfsje,12639865.0
653,Baccfsiii,12640901.0
654,Baccfsiil,12640901.0
655,Baccfsii,12640901.0
656,Baccfsiij,12640901.0
657,Buccfsiii,12687184.0
658,Buccfsii,12687184.0
659,Buccfsiil,12687184.0
660,Buccfsiij,12687184.0
661,Boccfslo,12858036.0
662,Baccfslo,12859229.0
663,Boccfslz,12866333.0
664,Baccfslz,12867526.0
665,Buccfslo,12905512.0
666,Buccfslz,12913809.0
667,Boccfslq,12982737.0
668,Baccfslq,12983930.0
669,Boccfslc,13018133.0
670,Baccfslc,13019326.0
671,Buccfslq,13030213.0
672,Boccfsld,13036341.0
673,Baccfsld,13037534.0
674,Buccfslc,13065609.0
675,Buccfsld,13083817.0
676,Boccfsjo,13095289.0
677,Baccfsjo,13096482.0
678,Buccfsjo,13142765.0
679,Boccfsjz,13179218.0
680,Baccfsjz,13180411.0
681,Boccfsk,13209044.0
682,Baccfsk,13210237.0
683,Buccfsjz,13226694.0
684,Buccfsk,13256520.0
685,Boccfsjq,13266934.0
686,Baccfsjq,13268127.0
687,Boccfsjc,13294506.0
688,Baccfsjc,13295699.0
689,Buccfsjq,13314410.0
690,Boccfsp,13314545.0
691,Baccfsp,13315738.0
692,Buccfsjc,13341982.0
693,Boccfsjd,13359658.0
694,Baccfsjd,13360851.0
695,Buccfsp,13362021.0
696,Boccfsb,13378932.0
697,Baccfsb,13380125.0
698,Buccfsjd,13407134.0
699,Buccfsb,13426408.0
700,Boccfslu,13471758.0
701,Baccfslu,13472951.0
702,Buccfslu,13519234.0
703,Boccfsju,13574699.0
704,Baccfsju,13575892.0
705,Buccfsju,13622175.0
706,Boccfsla,13971473.0
707,Baccfsla,13972666.0
708,Buccfsla,14018949.0
709,Boccfslg,14109733.0
710,Baccfslg,14110926.0
711,Buccfslg,14157209.0
712,Boccfsln,14421692.0
713,Boccfslm,14421692.0
714,Boccfslr,14421692.0
715,Baccfslr,14422885.0
716,Baccfslm,14422885.0
717,Baccfsln,14422885.0
718,Buccfsln,14469168.0
719,Buccfslr,14469168.0
720,Buccfslm,14469168.0
721,Boccfsja,14761622.0
722,Baccfsja,14762815.0
723,Buccfsja,14809098.0
724,Boccfsjr,15047537.0
725,Boccfsjn,15047537.0
726,Boccfsjm,15047537.0
727,Baccfsjn,15048730.0
728,Baccfsjm,15048730.0
729,Baccfsjr,15048730.0
730,Boccfsjf,15077033.0
731,Baccfsjf,15078226.0
732,Buccfsjm,15095013.0
733,Buccfsjn,15095013.0
734,Buccfsjr,15095013.0
735,Buccfsjf,15124509.0
736,Boccfsip,15400478.0
737,Baccfsip,15401671.0
738,Boccfsjg,15431022.0
739,Baccfsjg,15432215.0
740,Buccfsip,15447954.0
741,Buccfsjg,15478498.0
742,Boccfslt,15496060.0
743,Baccfslt,15497253.0
744,Buccfslt,15543536.0
745,Boccfsfl,15949372.0
746,Boccfsf,15949372.0
747,Boccfsfi,15949372.0
748,Baccfsfi,15950565.0
749,Baccfsfl,15950565.0
750,Baccfsf,15950565.0
751,Buccfsfi,15996848.0
752,Buccfsfl,15996848.0
753,Buccfsf,15996848.0
754,Boccfsfj,16064972.0
755,Baccfsfj,16066165.0
756,Boccfsill,16111908.0
757,Boccfsili,16111908.0
758,Boccfsilj,16111908.0
759,Boccfsil,16111908.0
760,Buccfsfj,16112448.0
761,Baccfsili,16113101.0
762,Baccfsill,16113101.0
763,Baccfsilj,16113101.0
764,Baccfsil,16113101.0
765,Buccfsili,16159384.0
766,Buccfsil,16159384.0
767,Buccfsill,16159384.0
768,Buccfsilj,16159384.0
769,Boccfsji,16990937.0
770,Boccfsjii,16990937.0
771,Boccfsjij,16990937.0
772,Boccfsjil,16990937.0
773,Baccfsjil,16992130.0
774,Baccfsjii,16992130.0
775,Baccfsji,16992130.0
776,Baccfsjij,16992130.0
777,Buccfsjil,17038413.0
778,Buccfsjii,17038413.0
779,Buccfsji,17038413.0
780,Buccfsjij,17038413.0
781,Boccfsy,17039254.0
782,Baccfsy,17040447.0
783,Buccfsy,17086730.0
784,Boccfslf,17871836.0
785,Baccfslf,17873029.0
786,Boccfsik,17889564.0
787,Boccfsih,17889564.0
788,Baccfsih,17890757.0
789,Baccfsik,17890757.0
790,Buccfslf,17919312.0
791,Buccfsih,17937040.0
792,Buccfsik,17937040.0
793,Boccfsib,17979420.0
794,Baccfsib,17980613.0
795,Buccfsib,18026896.0
796,Boccfslil,18368532.0
797,Boccfslij,18368532.0
798,Boccfslii,18368532.0
799,Boccfsli,18368532.0
800,Baccfslil,18369725.0
801,Baccfsli,18369725.0
802,Baccfslij,18369725.0
803,Baccfslii,18369725.0
804,Boccfsijl,18413510.0
805,Boccfsiji,18413510.0
806,Boccfsij,18413510.0
807,Boccfsijj,18413510.0
808,Baccfsiji,18414703.0
809,Baccfsijl,18414703.0
810,Baccfsij,18414703.0
811,Baccfsijj,18414703.0
812,Buccfslii,18416008.0
813,Buccfslij,18416008.0
814,Buccfslil,18416008.0
815,Buccfsli,18416008.0
816,Buccfsijl,18460986.0
817,Buccfsijj,18460986.0
818,Buccfsij,18460986.0
819,Buccfsiji,18460986.0
820,Boccfslp,19125862.0
821,Baccfslp,19127055.0
822,Buccfslp,19173338.0
823,Boccfsjl,20263625.0
824,Boccfsjll,20263625.0
825,Boccfsjlj,20263625.0
826,Boccfsjli,20263625.0
827,Baccfsjll,20264818.0
828,Baccfsjl,20264818.0
829,Baccfsjli,20264818.0
830,Baccfsjlj,20264818.0
831,Buccfsjlj,20311101.0
832,Buccfsjll,20311101.0
833,Buccfsjl,20311101.0
834,Buccfsjli,20311101.0
835,Boccfsg,21492473.0
836,Baccfsg,21493666.0
837,Buccfsg,21539949.0
838,Boccfsjp,21945865.0
839,Baccfsjp,21947058.0
840,Buccfsjp,21993341.0
841,Boccfsjh,22240793.0
842,Boccfsjk,22240793.0
843,Baccfsjk,22241986.0
844,Baccfsjh,22241986.0
845,Buccfsjk,22288269.0
846,Buccfsjh,22288269.0
847,Boccfsjb,22361945.0
848,Baccfsjb,22363138.0
849,Buccfsjb,22409421.0
850,Boccfsljj,24142334.0
851,Boccfslj,24142334.0
852,Boccfsljl,24142334.0
853,Boccfslji,24142334.0
854,Baccfsljl,24143527.0
855,Baccfslji,24143527.0
856,Baccfsljj,24143527.0
857,Baccfslj,24143527.0
858,Buccfsljj,24189810.0
859,Buccfsljl,24189810.0
860,Buccfslj,24189810.0
861,Buccfslji,24189810.0
862,Boccfsllj,24455348.0
863,Boccfslll,24455348.0
864,Boccfsll,24455348.0
865,Boccfslli,24455348.0
866,Baccfslll,24456541.0
867,Baccfsll,24456541.0
868,Baccfslli,24456541.0
869,Baccfsllj,24456541.0
870,Buccfsllj,24502824.0
871,Buccfslll,24502824.0
872,Buccfslli,24502824.0
873,Buccfsll,24502824.0
874,Boccfsjji,25293689.0
875,Boccfsjj,25293689.0
876,Boccfsjjl,25293689.0
877,Boccfsjjj,25293689.0
878,Baccfsjji,25294882.0
879,Baccfsjjj,25294882.0
880,Baccfsjjl,25294882.0
881,Baccfsjj,25294882.0
882,Buccfsjjl,25341165.0
883,Buccfsjjj,25341165.0
884,Buccfsjj,25341165.0
885,Buccfsjji,25341165.0
886,Boccfslk,26621012.0
887,Boccfslh,26621012.0
888,Baccfslh,26622205.0
889,Baccfslk,26622205.0
890,Buccfslh,26668488.0
891,Buccfslk,26668488.0
892,Boccfslb,26710868.0
893,Baccfslb,26712061.0
894,Buccfslb,26758344.0
895,Boccfs,28442843.0
896,Baccfs,28444036.0
897,Buccfs,28490319.0
