,guess,score,left_offset,top_offset
152,Ifulgsuco,2208,-2,11
153,Ifulgsucc,2208,-2,11
154,Ifulgsrnz,2208,-2,11
155,Ifulgazcu,2214,-2,11
156,Sulgauce,2216,-2,11
157,Ifolgaucz,2220,-2,11
158,Ifulgaurc,2222,-2,11
159,Ifulgsuce,2223,-2,11
160,Ifulgoezd,2227,-2,11
161,Ifolgaura,2229,-2,11
162,Ifulgozcz,2231,-2,11
163,Ifulgoeo,2238,-2,11
164,Sulgozcf,2239,-2,11
165,Ifulgoocz,2245,-2,11
166,Ifulgauoj,2246,-2,11
167,Ifulgaue,2250,-2,11
168,Ifolgaucd,2250,-2,11
169,Ifolgaucq,2250,-2,11
170,Sulgauo,2254,-2,11
171,Sulgaucs,2258,-2,11
172,Ifolgaucx,2259,-2,11
173,Sulgazcx,2260,-2,11
174,Ifulgoccu,2261,-2,11
175,Ifulgsuo,2261,-2,11
176,Ifulgazcc,2263,-2,11
177,Sulgazca,2264,-2,11
178,Ifulgorre,2265,-2,11
179,Ifulgsucs,2265,-2,11
180,Ifulgorne,2266,-2,11
181,Sulgaurz,2267,-2,11
182,Ifulgazew,2274,-2,11
183,Ifulgsurz,2274,-2,11
184,Ifulgoocd,2275,-2,11
185,Ifulgoocq,2275,-2,11
186,Ifulgoray,2276,-2,11
187,Ifulgoras,2279,-2,11
188,Sulgsucz,2282,-2,11
189,Ifulgoocx,2284,-2,11
190,Ifulgorn,2287,-2,11
191,Sulgsura,2291,-2,11
192,Ifolgozcx,2292,-2,11
193,Ifolgauca,2292,-2,11
194,Ifulgsrre,2294,-2,11
195,Ifulgsrne,2295,-2,11
196,Ifolgozca,2296,-2,11
197,Ifulgaucw,2298,-2,11
198,Ifulgazcz,2299,-2,11
199,Ifulgaucg,2299,-2,11
200,Irlrlprtzs,2564,-2,12
201,Irlrlprtzq,2625,-2,12
202,Irlrlprav,2643,-2,12
203,Iiulgora,2643,0,11
204,Irlrlpraoq,2651,-2,12
205,Iiulgaucz,2665,0,11
206,Iiulgsra,2672,0,11
207,Iiulgaura,2674,0,11
208,Irlrlprars,2678,-2,12
209,Iiulgaucd,2695,0,11
210,Iiulgaucq,2695,0,11
211,Iiulgaucx,2704,0,11
212,Irlrlpraod,2716,-2,12
213,Irlrlprted,2733,-2,12
214,Iiulgozcx,2737,0,11
215,Iiulgauca,2737,0,11
216,Iiolgora,2739,0,11
217,Iiulgozca,2741,0,11
218,Iiulgauco,2746,0,11
219,Iiulgaucc,2746,0,11
220,Irlrztiusd,2748,-2,12
221,Irlrlpszfk,2755,-2,12
222,Irlrlpszfh,2755,-2,12
223,Irlrlpszfb,2758,-2,12
224,Iiulgauce,2761,0,11
225,Iiolgaucz,2761,0,11
226,Irlrztiusq,2763,-2,12
227,Iiolgaura,2770,0,11
228,Irlrzttriv,2776,-2,12
229,Irlrlprteq,2778,-2,12
230,Irlrlpravu,2783,-2,12
231,Iiulgozcf,2784,0,11
232,Irlrlprtzu,2786,-2,12
233,Irlrlpszxs,2787,-2,12
234,Iiolgaucd,2791,0,11
235,Iiolgaucq,2791,0,11
236,Irlrzttrbo,2793,-2,12
237,Irlrlprte,2793,-2,12
238,Iiulgauo,2799,0,11
239,Iiolgaucx,2800,0,11
240,Iiulgaucs,2803,0,11
241,Iiulgazcx,2805,0,11
242,Irlrzttoxs,2806,-2,12
243,Irlrzttos,2808,-2,12
244,Iiulgazca,2809,0,11
245,Irlrlprzvz,2811,-2,12
246,Iiulgaurz,2812,0,11
247,Irlrzttras,2820,-2,12
248,Irlrzttob,2822,-2,12
249,Iiulgsucz,2827,0,11
250,Irlrlpraow,2831,-2,12
251,Irlrzttozy,2831,-2,12
252,Irlrzttozv,2831,-2,12
253,Iiulgornv,2831,0,11
254,Iiulgorny,2831,0,11
255,Iiolgauca,2833,0,11
256,Ilulgaucz,2833,0,11
257,Iiolgozcx,2833,0,11
258,Iiulgsura,2836,0,11
259,Iiolgozca,2837,0,11
260,Irlrlpszfl,2839,-2,12
261,Axgora,2839,2,11
262,Ilulgaura,2842,0,11
263,Iiolgauco,2842,0,11
264,Iiolgaucc,2842,0,11
265,Iiulgozcu,2846,0,11
266,Iiulgornx,2849,0,11
267,Irlrzttozf,2852,-2,12
268,Iiulgazcf,2852,0,11
269,Iiulgoccx,2852,0,11
270,Irlrzttofh,2853,-2,12
271,Irlrzttofk,2853,-2,12
272,Irlrzttoz,2855,-2,12
273,Irlrlpraiq,2855,-2,12
274,Irlrzttofb,2856,-2,12
275,Iiulgocca,2856,0,11
276,Iiulgsucq,2857,0,11
277,Iiulgauro,2857,0,11
278,Iiolgauce,2857,0,11
279,Iiulgaurq,2857,0,11
280,Iiulgsucd,2857,0,11
281,Iiulgsrnv,2860,0,11
282,Iiulgsrny,2860,0,11
283,Axgaucz,2861,2,11
284,Irlrlpszff,2863,-2,12
285,Ilulgaucq,2863,0,11
286,Ilulgaucd,2863,0,11
287,Iiulgsucx,2866,0,11
288,Irlrzttrbe,2867,-2,12
289,Iiulgaurf,2867,0,11
290,Irlzqrved,2868,-2,12
291,Axgsra,2868,2,11
292,Irlrlprtzc,2869,-2,12
293,Irlrlprtza,2869,-2,12
294,Axgaura,2870,2,11
295,Ilulgaucx,2872,0,11
296,Irlrztorb,2875,-2,12
297,Irlzqiorb,2877,-2,12
298,Iiulgsrnx,2878,0,11
299,Irlzqitriv,2879,-2,12
300,Iiulgornz,2879,0,11
301,Iiolgozcf,2880,0,11
302,Irlrlpraou,2885,-2,12
303,Axgaucd,2891,2,11
304,Axgaucq,2891,2,11
305,Irlrlprtzia,2892,-2,12
306,Irlrzttric,2893,-2,12
307,Irlrlpraue,2895,-2,12
308,Iiolgauo,2895,0,11
309,Iiulgozcc,2895,0,11
310,Irlzqitrbo,2896,-2,12
311,Irlrzttrow,2898,-2,12
312,Iiolgaucs,2899,0,11
313,Iiulgoccf,2899,0,11
314,Iiulgsuca,2899,0,11
315,Irlrlpravg,2900,-2,12
316,Axgaucx,2900,2,11
317,Iiolgazcx,2901,0,11
318,Ilulgozcx,2905,0,11
319,Ilulgauca,2905,0,11
320,Iiolgazca,2905,0,11
321,Iiulgozew,2906,0,11
322,Irlrzttrifd,2908,-2,12
323,Iiulgsrnz,2908,0,11
324,Iiulgsuco,2908,0,11
325,Iiolgaurz,2908,0,11
326,Iiulgsucc,2908,0,11
327,Irlrlprtm,2909,-2,12
328,Irlzqitoxs,2909,-2,12
329,Irlrlprarx,2909,-2,12
330,Ilulgozca,2909,0,11
331,Irlzqitos,2911,-2,12
332,Irlzqrveq,2913,-2,12
333,Irlzqrvoa,2914,-2,12
334,Iiulgazcu,2914,0,11
335,Ilulgaucc,2914,0,11
336,Ilulgauco,2914,0,11
337,Irlrzttraa,2918,-2,12
338,Iizlgora,2919,1,11
339,Irlrzttord,2921,-2,12
340,Iiulgaurc,2922,0,11
341,Irlrzttorq,2923,-2,12
342,Irlrzttoro,2923,-2,12
343,Iiolgsucz,2923,0,11
344,Iiulgsuce,2923,0,11
345,Irlrlprtez,2924,-2,12
346,Irlzqitob,2925,-2,12
347,Iiulgoezd,2927,0,11
348,Irlzqrve,2928,-2,12
349,Ilulgauce,2929,0,11
350,Ilolgaucz,2929,0,11
351,Iiulgozcz,2931,0,11
352,Iiolgsura,2932,0,11
353,Irlrzttozt,2933,-2,12
354,Axgozcx,2933,2,11
355,Axgauca,2933,2,11
356,Irlzqitozy,2934,-2,12
357,Irlzqitozv,2934,-2,12
358,Irlrlprald,2937,-2,12
359,Irlrzttofl,2937,-2,12
360,Axgozca,2937,2,11
361,Iiulgoeo,2938,0,11
362,Ilolgaura,2938,0,11
363,Irlrzttrbq,2939,-2,12
364,Irlrlprtze,2941,-2,12
365,Iizlgaucz,2941,1,11
366,Iiolgozcu,2942,0,11
367,Axgauco,2942,2,11
368,Axgaucc,2942,2,11
369,Irlrlpszxu,2945,-2,12
370,Iiulgoocz,2945,0,11
371,Iiulgauoj,2946,0,11
372,Iiolgazcf,2948,0,11
373,Iiolgoccx,2948,0,11
374,Iizlgsra,2948,1,11
375,Iiulgaue,2950,0,11
376,Iizlgaura,2950,1,11
377,Irlrlprtec,2952,-2,12
378,Irlrzttizu,2952,-2,12
379,Ilulgozcf,2952,0,11
380,Iiolgocca,2952,0,11
381,Iiolgsucq,2953,0,11
382,Iiolgaurq,2953,0,11
383,Iiolgauro,2953,0,11
384,Iiolgsucd,2953,0,11
385,Irlzqitozf,2955,-2,12
386,Irlzqitofh,2956,-2,12
387,Irlzqitofk,2956,-2,12
388,Axgauce,2957,2,11
389,Irlzqitoz,2958,-2,12
390,Irlzqrvoo,2958,-2,12
391,Irlrlprax,2958,-2,12
392,Irlrzttrb,2958,-2,12
393,Irlzqitofb,2959,-2,12
394,Ilolgaucd,2959,0,11
395,Ilolgaucq,2959,0,11
396,Irlrlpszxe,2960,-2,12
397,Irlrzttoff,2961,-2,12
398,Iiulgoccu,2961,0,11
399,Iiulgsuo,2961,0,11
400,Irlrzttoxu,2964,-2,12
401,Irlrzttrlv,2967,-2,12
402,Irlrzttorz,2969,-2,12
403,Irlzqitrbe,2970,-2,12
404,Irlrlprtzd,2971,-2,12
405,Iizlgaucd,2971,1,11
406,Iizlgaucq,2971,1,11
407,Irlrlprtzn,2976,-2,12
408,Irlrlprtzm,2976,-2,12
409,Irlrlpraoy,2978,-2,12
410,Irlrlpraov,2978,-2,12
411,Irlrzttoxe,2979,-2,12
412,Iizlgaucx,2980,1,11
413,Axgozcf,2980,2,11
414,Axgara,2985,2,11
415,Irlrzttrla,2986,-2,12
416,Irlrzttorc,2993,-2,12
417,Irlrlprau,2994,-2,12
418,Axgauo,2995,2,11
419,Irlzqitric,2996,-2,12
420,Irlrlpszxt,2996,-2,12
421,Irlrlpraog,2997,-2,12
422,Axgaucs,2999,2,11
423,Irlrlprzva,3000,-2,12
424,Axgazcx,3001,2,11
425,Axgazca,3005,2,11
426,Axgaurz,3008,2,11
427,Iizlgozcx,3013,1,11
428,Iizlgauca,3013,1,11
429,Axxpacx,3013,2,11
430,Iitaprtzs,3015,-1,12
431,Iizlgozca,3017,1,11
432,Axxpaca,3017,2,11
433,Iizlgaucc,3022,1,11
434,Iizlgauco,3022,1,11
435,Axgsucz,3023,2,11
436,Axgorny,3027,2,11
437,Axgornv,3027,2,11
438,Axgsura,3032,2,11
439,Iizlgauce,3037,1,11
440,Axgozcu,3042,2,11
441,Axgornx,3045,2,11
442,Axgoccx,3048,2,11
443,Axgazcf,3048,2,11
444,Axgocca,3052,2,11
445,Axgsucd,3053,2,11
446,Axgaurq,3053,2,11
447,Axgsucq,3053,2,11
448,Axgauro,3053,2,11
449,Axgsrnv,3056,2,11
450,Axgsrny,3056,2,11
451,Iizlgozcf,3060,1,11
452,Axxpacf,3060,2,11
453,Axgsucx,3062,2,11
454,Axgaurf,3063,2,11
455,Iizlgara,3065,1,11
456,Axgsrnx,3074,2,11
457,Iizlgauo,3075,1,11
458,Axgornz,3075,2,11
459,Iitaprtzq,3076,-1,12
460,Iizlgaucs,3079,1,11
461,Iizlgazcx,3081,1,11
462,Iizlgazca,3085,1,11
463,Ilzlgora,3087,1,11
464,Iizlgaurz,3088,1,11
465,Axgozcc,3091,2,11
466,Iizlxpacx,3093,1,11
467,Iitaprav,3094,-1,12
468,Axgoccf,3095,2,11
469,Axgsuca,3095,2,11
470,Iizlxpaca,3097,1,11
471,Iitapraoq,3102,-1,12
472,Jolgaucz,3102,2,11
473,Axgozew,3102,2,11
474,Iizlgsucz,3103,1,11
475,Axgsrnz,3104,2,11
476,Axgsuco,3104,2,11
477,Axgsucc,3104,2,11
478,Iizlgornv,3107,1,11
479,Iizlgorny,3107,1,11
480,Ilzlgaucz,3109,1,11
481,Axgazcu,3110,2,11
482,Jolgaura,3111,2,11
483,Iizlgsura,3112,1,11
484,Ilzlgaura,3118,1,11
485,Axgaurc,3118,2,11
486,Axgsuce,3119,2,11
487,Iizlgozcu,3122,1,11
488,Axxpacu,3122,2,11
489,Axgoezd,3123,2,11
490,Iizlgornx,3125,1,11
491,Axgozcz,3127,2,11
492,Iizlgoccx,3128,1,11
493,Iizlgazcf,3128,1,11
494,Iitaprars,3129,-1,12
495,Iizlgocca,3132,1,11
496,Jolgaucq,3132,2,11
497,Jolgaucd,3132,2,11
498,Iizlgauro,3133,1,11
499,Iizlgsucq,3133,1,11
500,Iizlgsucd,3133,1,11
501,Iizlgaurq,3133,1,11
502,Axgoeo,3134,2,11
503,Iizlgsrny,3136,1,11
504,Iizlgsrnv,3136,1,11
505,Ilzlgaucq,3139,1,11
506,Ilzlgaucd,3139,1,11
507,Iizlxpacf,3140,1,11
508,Axgoocz,3141,2,11
509,Jolgaucx,3141,2,11
510,Iizlgsucx,3142,1,11
511,Axgauoj,3142,2,11
512,Iizlgaurf,3143,1,11
513,Axgaue,3146,2,11
514,Ilzlgaucx,3148,1,11
515,Iizlgsrnx,3154,1,11
516,Iizlgornz,3155,1,11
517,Axgsuo,3157,2,11
518,Axgoccu,3157,2,11
519,Axgazcc,3159,2,11
520,Axgsucs,3161,2,11
521,Axgorre,3161,2,11
522,Axgorne,3162,2,11
523,Iitapraod,3167,-1,12
524,Axgazew,3170,2,11
525,Axgsurz,3170,2,11
526,Iizlgozcc,3171,1,11
527,Axxpacc,3171,2,11
528,Axgoocq,3171,2,11
529,Axgoocd,3171,2,11
530,Axgoray,3172,2,11
531,Axgarnv,3173,2,11
532,Axgarny,3173,2,11
533,Jolgauca,3174,2,11
534,Jolgozcx,3174,2,11
535,Iizlgsuca,3175,1,11
536,Iizlgoccf,3175,1,11
537,Axgoras,3175,2,11
538,Jolgozca,3178,2,11
539,Axgoocx,3180,2,11
540,Ilzlgozcx,3181,1,11
541,Ilzlgauca,3181,1,11
542,Iizlgozew,3182,1,11
543,Axxpaew,3182,2,11
544,Jolgauco,3183,2,11
545,Jolgaucc,3183,2,11
546,Axgorn,3183,2,11
547,Iitaprted,3184,-1,12
548,Iizlgsrnz,3184,1,11
549,Iizlgsuco,3184,1,11
550,Iizlgsucc,3184,1,11
551,Ilzlgozca,3185,1,11
552,Ilzlgaucc,3190,1,11
553,Iizlgazcu,3190,1,11
554,Ilzlgauco,3190,1,11
555,Axgsrre,3190,2,11
556,Axgarnx,3191,2,11
557,Axgsrne,3191,2,11
558,Axgaucw,3194,2,11
559,Axgaucg,3195,2,11
560,Axgazcz,3195,2,11
561,Axgaucv,3197,2,11
562,Axgaurw,3197,2,11
563,Axgaucy,3197,2,11
564,Iizlgaurc,3198,1,11
565,Jolgauce,3198,2,11
566,Iizlgsuce,3199,1,11
567,Axgsray,3201,2,11
568,Iizlxpacu,3202,1,11
569,Iizlgoezd,3203,1,11
570,Axgsras,3204,2,11
571,Ilzlgauce,3205,1,11
572,Iitapszfk,3206,-1,12
573,Iitapszfh,3206,-1,12
574,Axgauct,3206,2,11
575,Iizlgozcz,3207,1,11
576,Iitapszfb,3209,-1,12
577,Iizlgoeo,3214,1,11
578,Iizlgoocz,3221,1,11
579,Iizlgauoj,3222,1,11
580,Iizlgaue,3226,1,11
581,Ilzlgozcf,3228,1,11
582,Iitaprteq,3229,-1,12
583,Iitapravu,3234,-1,12
584,Iitaprtzu,3237,-1,12
585,Iizlgsuo,3237,1,11
586,Iizlgoccu,3237,1,11
587,Iitapszxs,3238,-1,12
588,Iizlgazcc,3239,1,11
589,Iizlgorre,3241,1,11
590,Iizlgsucs,3241,1,11
591,Iizlgorne,3242,1,11
592,Ilzlgauo,3243,1,11
593,Iitaprte,3244,-1,12
594,Ilzlgaucs,3247,1,11
595,Ilzlgazcx,3249,1,11
596,Iizlgsurz,3250,1,11
597,Iizlgazew,3250,1,11
598,Iizlgoocq,3251,1,11
599,Iizlxpacc,3251,1,11
600,Iizlgoocd,3251,1,11
601,Iizlgoray,3252,1,11
602,Ilzlgazca,3253,1,11
603,Iizlgoras,3255,1,11
604,Ilzlgaurz,3256,1,11
605,Nsppav,3260,-1,12
606,Iizlgoocx,3260,1,11
607,Iitaprzvz,3262,-1,12
608,Iizlxpaew,3262,1,11
609,Iizlgorn,3263,1,11
610,Nsppaoq,3268,-1,12
611,Iizlgsrre,3270,1,11
612,Iizlgsrne,3271,1,11
613,Ilzlgsucz,3271,1,11
614,Iizlgaucw,3274,1,11
615,Iizlgazcz,3275,1,11
616,Iizlgaucg,3275,1,11
617,Iizlgaucv,3277,1,11
618,Iitapraow,3282,-1,12
619,Iitapszfl,3290,-1,12
620,Iitaprtlls,3291,-1,12
621,Nsppars,3295,-1,12
622,Iitapraiq,3306,-1,12
623,Iitapszff,3314,-1,12
624,Iitaprak,3318,-1,12
625,Nsisorb,3319,-1,12
626,Iitapragz,3319,-1,12
627,Iitaprtzc,3320,-1,12
628,Iitaprtza,3320,-1,12
629,Iitaprzsd,3321,-1,12
630,Nsppaod,3333,-1,12
631,Iitapraou,3336,-1,12
632,Iitaprzsq,3336,-1,12
633,Iitaprtzia,3343,-1,12
634,Iitapraue,3346,-1,12
635,Iitapravg,3351,-1,12
636,Iitaprtllq,3352,-1,12
637,Szqrved,3359,1,12
638,Iitaprarx,3360,-1,12
639,Iitaprtm,3360,-1,12
640,Szqiorb,3368,1,12
641,Szqitriv,3370,1,12
642,Iitaprcas,3372,-1,12
643,Iitaprtez,3375,-1,12
644,Nsrttriv,3381,-1,12
645,Szqitrbo,3387,1,12
646,Iitaprald,3388,-1,12
647,Iitapraku,3390,-1,12
648,Iitaprtze,3392,-1,12
649,Iitapszxu,3396,-1,12
650,Nsrttrbo,3398,-1,12
651,Nsppavu,3400,-1,12
652,Szqitoxs,3400,1,12
653,Iitapuizs,3402,-1,12
654,Szqitos,3402,1,12
655,Iitaprtec,3403,-1,12
656,Szqrveq,3404,1,12
657,Szqrvoa,3405,1,12
658,Iitaprax,3409,-1,12
659,Nsrttoxs,3411,-1,12
660,Iitapszxe,3411,-1,12
661,Nsrttos,3413,-1,12
662,Szqitras,3414,1,12
663,Szqitob,3416,1,12
664,Szqrve,3419,1,12
665,Iitaprtzd,3422,-1,12
666,Szqitozy,3425,1,12
667,Szqitozv,3425,1,12
668,Iitaprtzn,3427,-1,12
669,Nsrttob,3427,-1,12
670,Iitaprtzm,3427,-1,12
671,Ysppav,3428,0,12
672,Iitapraoy,3429,-1,12
673,Iitapraov,3429,-1,12
674,Nsrttozy,3436,-1,12
675,Nsrttozv,3436,-1,12
676,Ysppaoq,3436,0,12
677,Iitaprau,3445,-1,12
678,Szqitozf,3446,1,12
679,Iitapszxt,3447,-1,12
680,Szqitofh,3447,1,12
681,Szqitofk,3447,1,12
682,Iitapraog,3448,-1,12
683,Nsppaow,3448,-1,12
684,Szqitoz,3449,1,12
685,Szqrvoo,3449,1,12
686,Szqitofb,3450,1,12
687,Iitaprzva,3451,-1,12
688,Nsrttozf,3457,-1,12
689,Nsrttofk,3458,-1,12
690,Nsrttofh,3458,-1,12
691,Nsrttoz,3460,-1,12
692,Nsrttofb,3461,-1,12
693,Szqitrbe,3461,1,12
694,Iitapuizq,3463,-1,12
695,Iitaprads,3463,-1,12
696,Ysppars,3463,0,12
697,Iitaprauo,3464,-1,12
698,Iitaprauc,3464,-1,12
699,Iitapraxv,3464,-1,12
700,Iitapravv,3469,-1,12
701,Iitapravy,3469,-1,12
702,Iitaprcaa,3470,-1,12
703,Nsrttrbe,3472,-1,12
704,Nsppaiq,3472,-1,12
705,Iitaprakg,3474,-1,12
706,Iitapravf,3476,-1,12
707,Gbpjxbls,3479,0,10
708,Iitapszxc,3480,-1,12
709,Iitapravj,3484,-1,12
710,Ysisorb,3487,0,12
711,Szqitric,3487,1,12
712,Iitapraoc,3488,-1,12
713,Iitapraoo,3488,-1,12
714,Iitaprzvw,3490,-1,12
715,Yzqrved,3491,1,12
716,Szqitrow,3492,1,12
717,Szxtkrc,3495,1,12
718,Nsrttric,3498,-1,12
719,Iitaprauz,3499,-1,12
720,Iitapraua,3499,-1,12
721,Nsisoxc,3500,-1,12
722,Ysppaod,3501,0,12
723,Nsppaou,3502,-1,12
724,Vsppav,3502,0,12
725,Yzqitriv,3502,1,12
726,Szqitrifd,3502,1,12
727,Iitapszxg,3504,-1,12
728,Iitaprakf,3507,-1,12
729,Iitaprtzis,3508,-1,12
730,Vsppaoq,3510,0,12
731,Czqrved,3510,1,12
732,Iitaprtzv,3511,-1,12
733,Szqitraa,3512,1,12
734,Iitaprtllu,3513,-1,12
735,Nsrttrifd,3513,-1,12
736,Szqitord,3515,1,12
737,Szqitoro,3517,1,12
738,Szqitorq,3517,1,12
739,Czqitriv,3521,1,12
740,Szqivrb,3521,1,12
741,Szqitozt,3527,1,12
742,Szqitofl,3531,1,12
743,Yzqitoxs,3532,1,12
744,Szqitrbq,3533,1,12
745,Yzqitos,3534,1,12
746,Yzqrveq,3536,1,12
747,Yzqrvoa,3537,1,12
748,Szqrrrb,3539,1,12
749,Szqitizu,3546,1,12
750,Yzqitob,3548,1,12
751,Ysrttriv,3549,0,12
752,Szqioxc,3549,1,12
753,Szqrvez,3550,1,12
754,Czqitoxs,3551,1,12
755,Yzqrve,3551,1,12
756,Szqitrb,3552,1,12
757,Czqitos,3553,1,12
758,Gbpjxbi,3554,0,10
759,Czqrveq,3555,1,12
760,Szqitoff,3555,1,12
761,Czqrvoa,3556,1,12
762,Gzqrved,3557,0,12
763,Yzqitozy,3557,1,12
764,Yzqitozv,3557,1,12
765,Szqitoxu,3558,1,12
766,Vsisorb,3561,0,12
767,Szqitrlv,3561,1,12
768,Szqitorz,3563,1,12
769,Ysrttrbo,3566,0,12
770,Czqitob,3567,1,12
771,Szqrvcs,3567,1,12
772,Gzqitriv,3568,0,12
773,Ysppavu,3568,0,12
774,Czqrve,3570,1,12
775,Szqitoxe,3573,1,12
776,Vsppaod,3575,0,12
777,Aleitfrzq,3577,-1,10
778,Yzqitozf,3578,1,12
779,Szqrvec,3578,1,12
780,Ysrttoxs,3579,0,12
781,Szqrvom,3579,1,12
782,Yzqitofk,3579,1,12
783,Yzqitofh,3579,1,12
784,Szqitrla,3580,1,12
785,Ysrttos,3581,0,12
786,Yzqrvoo,3581,1,12
787,Yzqitoz,3581,1,12
788,Yzqitofb,3582,1,12
789,Gzqitrbo,3585,0,12
790,Szqitorc,3587,1,12
791,Ysrttob,3595,0,12
792,Gzqitoxs,3598,0,12
